Similarity	English text	German sentenced	German sentence (translated)
partially	The old Malay word for Japan, Jepang, was borrowed from a southern coastal Chinese dialect, probably Fukienese or Ningpo, and this Malay word was encountered by Portuguese traders in Malacca in the 16th century.	Portugiesische Händler, die im 16. Jahrhundert in Malakka auf den Begriff „Jepang“ stießen, brachten ihn dann mit nach Europa.	Portuguese traders, who encountered the term "Jepang" in the 16th century in Malacca , then brought him to Europe.
partially	Special influences on this include several court sentences, amongst which are the decision that the Mensur does not violate moral code in 1951 and the forced acceptance of the last fencing fraternity in Berlin in 1968, and the formal obligation to head o...	Der Verzicht auf die Austragung von Ehrenhändeln mit der Waffe wurde dann auch gegenüber dem damaligen deutschen Bundespräsidenten Theodor Heuss bei einem persönlichen Treffen 1953 von den Delegationen aller maßgeblichen mensurschlagenden Verbände ...	The waiver of the discharge of honor handle the weapon confirmed 1953 Theodor Heuss then also against the then German Federal President during a personal meeting the delegations of all relevant bore beating associations.
partially	The EU operates through a system of supranational institutions and intergovernmental negotiated decisions by the member states.	Es enthält sowohl supranationale (überstaatliche) als auch intergouvernementale (zwischenstaatliche) Elemente.	It contains both supranational (supranational) and intergovernmental (intergovernmental) elements.
partially	Anarchist communist philosopher Joseph Déjacque was the first person to describe himself as "libertarian".	Die erste politische Verwendung des Ausdrucks „libertär“ stammt von dem Anarchisten Joseph Déjacque, der den französischen Ausdruck libertaire 1857 in einem Brief an Pierre-Joseph Proudhon zur Abgrenzung des kommunistischen Anarchismus vom seiner ...	The first political use of the expression "libertarian" comes from the anarchist Joseph Déjacque, which 1857 in a letter to Pierre-Joseph Proudhon libertaire , the French term related to the delimitation of Communist anarchism of the Liberal his opinion...
partially	Honshū's Greater Tokyo Area, which includes the de facto capital of Tokyo and several surrounding prefectures, is the largest metropolitan area in the world, with over 30 million residents.	De-facto-Hauptstadt und größte urbane Siedlung Japans ist Tokio.	De-facto capital and largest urban settlement of Japan is Tokyo.
partially	It was not until the 1890s that legislative attempts to regulate minimum wages were seen in New Zealand and Australia.	1896 gab es in Neuseeland erste Gesetze zur Lohnschlichtung, aber noch keine festgelegten Mindestlöhne.	in 1896 there were first laws for salary arbitration, but still no set minimum wages in New Zealand.
partially	Black carbon is second only to carbon dioxide for its contribution to global warming.	Nach Modellrechnungen trägt Kohlenstoffdioxid am meisten zur globalen Erwärmung bei.	According to model calculations, carbon dioxide contributes the most to global warming.
partially	He died about 1483.	Als sein Vater 1483 starb, war Nikolaus zehn Jahre alt.	When his father died in 1483, Nicholas was ten years old.
partially	Climate model projections were summarized in the 2013 Fifth Assessment Report (AR5) by the IPCC.	Der Fünfte Sachstandsbericht ist im September 2013 erschienen.	The fifth progress report is released in September 2013.
partially	It is seen as an anticonstitutional sect and a new version of political extremism and because there is "evidence for intentions against the free democratic basic order" it is observed by the Federal Office for the Protection of the Constitution.	Folgerichtig wird die Scientology-Kirche in Deutschland seit 1997 vom Bundesamt für Verfassungsschutz und von einigen Landesämtern für Verfassungsschutz wegen Verdachts auf „Bestrebungen gegen die freiheitliche demokratische Grundordnung“ beobacht...	Consequently, the Church of Scientology in Germany is observed since 1997 by the Federal Office for the protection of the Constitution and by some country offices for the protection of the Constitution on "Ambitions against the free, democratic basic ord...
partially	On 2 June 2005, video evidence was introduced at the Slobodan Milošević trial to testify to the involvement of members of police units from Serbia in the Srebrenica massacre.	Am 2. Juni 2005 zeigte der Anklagevertreter im Prozess gegen den früheren jugoslawischen Staatspräsidenten Slobodan Milošević ein Videoband, das die Erschießung von vier männlichen Jugendlichen und zwei jungen Männern zeigt.	On 2 June 2005, the prosecution representative showed in the trial against the former Yugoslav President Slobodan Milosevic a videotape that shows the shooting of four male teenagers and two young men.
partially	As a result the Dutch government accepted partial political responsibility for the circumstances in which the massacre happened and the second cabinet of Wim Kok resigned in 2002.	Auch der Rücktritt der niederländischen Regierung unter Wim Kok am 16. April 2002, wenige Tage nach Veröffentlichung der umfangreichen Srebrenica-Studie des Niederländischen Instituts für Kriegsdokumentation, wurde als Symbol interpretiert, sieben J...	Also, the resignation of the Dutch Government , Wim Kok , on April 16, 2002, a few days after publication of the extensive Srebrenica trial of the Dutch Institute for war documentation, was interpreted as a symbol, seven years after the events to take po...
partially	Serbian President Tomislav Nikolić officially apologized for the massacre, although he stopped short of calling it genocide.	Zu jenen, die den Begriff „Völkermord“ ablehnen, gehört der serbische Präsident Tomislav Nikolić.	Among those who reject the term "Genocide", the Serbian President Tomislav Nikolić.
partially	These levels are much higher than at any time during the last 800,000 years, the period for which reliable data has been extracted from ice cores.	Nach Messungen aus Eisbohrkernen betrug die CO2-Konzentration in den letzten 800.000 Jahren nie mehr als 300 ppmV.	According to measurements from ice cores the CO2concentration was never more than 300 ppmV in the last 800,000 years.
partially	His sister Katharina married the businessman and Toruń city councilor Barthel Gertner and left five children, whom Copernicus looked after to the end of his life.	Die ältere Schwester Barbara Koppernigk wurde Äbtissin im Kloster von Kulm, die jüngere Katharina heiratete Barthel Gertner, einen Krakauer Kaufmann.	'S older sister Of ancestors of Barbara was Abbess of the monastery of Kulm, the younger Katharina married Barthel Gertner, a Krakow businessman.
partially	On 1 December 2009, the Lisbon Treaty entered into force and reformed many aspects of the EU.	Er ist am 1. Dezember 2009 in Kraft getreten.	He is entered into force on December 1, 2009.
partially	Also in 1951, Hubbard introduced the electropsychometer (E-meter for short), a kind of galvanometer, as an auditing aid.	Als wichtigstes technisches Hilfsmittel beim Auditing findet das E-Meter Anwendung.	As the most important technical tools for auditing , the E-Meter is used.
partially	Black consoles were available in Japan in August 2009, in Europe in November 2009 and in North America on May 9, 2010.	Seit August 2009 wird in Japan eine schwarze Wii verkauft, alle anderen Farb-Varianten sind bisher jedoch nicht erhältlich.	Since August 2009, a black Wii is sold in Japan, all other color variants so far but not available.
partially	The EU has developed a single market through a standardised system of laws that apply in all member states.	Damit wurde die Wirtschaftsgemeinschaft zu einem einheitlichen Binnenmarkt ausgebaut.	Thus, the community was expanded into a single internal market .
partially	Players with either the Pokémon Diamond or Pearl Nintendo DS games are able to play battles using the Nintendo DS as a controller.	Besitzer der DS-Spiele Pokémon Diamant und Pokémon Perl können hier ihre Pokémon auf Wii übertragen.	Owner of DS Games Pokémon Diamond and Pokémon Pearl your Pokémon can transfer here on Wii.
partially	In 1990, after the fall of the Eastern Bloc, the former East Germany became part of the Community as part of a reunited Germany.	Mit der deutschen Wiedervereinigung am 3. Oktober 1990 vergrößerte sich die Zahl der Bürger innerhalb der Europäischen Gemeinschaft um die rund 16 Millionen neuen Staatsbürger der Bundesrepublik Deutschland, deren Staatsgebiet sich seitdem auch auf ...	With the German reunification on 3 October 1990 the number of citizens within the European Community to the 16 million new citizens widened the Federal Republic of Germany, whose territory stretches since then also on the area of the former GDR .
